"","seqnames","start","end","width","strand","Conc","Conc_V2084D_shEV","Conc_WT_shEV","Fold","p.value","FDR","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME","flank_txIds","flank_geneIds","flank_gene_distances"
"7024","chr16",70065523,70065923,401,"*",3.93000338102243,3.39080675469676,4.32160174457214,-0.963377997563265,0.0161823173515364,0.0431459366561816,"Promoter (<=1kb)",16,69976352,70065853,89502,2,"283970","ENST00000530079.5",0,"ENSG00000196696","PDXDC2P-NPIPB14P","PDXDC2P-NPIPB14P readthrough","ENST00000531894.5;ENST00000530079.5;ENST00000529089.1;ENST00000534700.6;ENST00000533264.5;ENST00000534580.5;ENST00000527016.1;ENST00000525173.1","283970;283970;283970;283970;283970;283970;283970;283970","0;0;0;0;0;0;0;0"
"2785","chr9",22683043,22683443,401,"*",3.69979839060546,2.80591699813832,4.24757955794589,-1.46795061620005,0.00115448848667931,0.00776275406351886,"Promoter (<=1kb)",9,22682470,22687627,5158,1,"441389","ENST00000433645.1",573,"ENSG00000234840","LINC01239","long intergenic non-protein coding RNA 1239","ENST00000436786.1;ENST00000669551.1;ENST00000433645.1","441389;441389;441389","0;0;0"
"10180","chr19",48491202,48491602,401,"*",3.80729228480643,3.39079864936312,4.13009335645702,-0.772854865049369,0.0603111624806,0.110939611817467,"Exon (ENST00000648216.1/114783, exon 3 of 5)",19,48485271,48498405,13135,2,"114783","ENST00000648216.1",6803,"ENSG00000142235","LMTK3","lemur tyrosine kinase 3","ENST00000648216.1;ENST00000672160.1;ENST00000600059.6;ENST00000673139.1;ENST00000650440.1","114783;114783;114783;114783;114783","0;0;0;0;0"
"8878","chr20",3053802,3054202,401,"*",3.85834968189843,3.3937411126735,4.20922292346467,-0.848621984955568,0.036556721461911,0.0771103550440241,"Distal Intergenic",20,3046052,3048250,2199,1,"64949","ENST00000380325.4",7750,"ENSG00000125901","MRPS26","mitochondrial ribosomal protein S26",NA,NA,NA
"5842","chr2",111356670,111357070,401,"*",3.52348341414526,2.80690168876214,4.00008535497307,-1.22082267586983,0.00921993435234842,0.0295545910716193,"Intron (ENST00000645030.2/541471, intron 2 of 4)",2,111196368,111365563,169196,2,"541471","ENST00000665096.1",8493,"ENSG00000172965","MIR4435-2HG","MIR4435-2 host gene","ENST00000645030.2;ENST00000642191.1;ENST00000673798.1;ENST00000645051.2;ENST00000673649.1;ENST00000673962.1;ENST00000674132.1;ENST00000669658.1;ENST00000669917.1;ENST00000661559.1;ENST00000653687.1;ENST00000667670.1;ENST00000609220.2;ENST00000656760.1;ENST00000609902.6;ENST00000664422.1;ENST00000662335.1;ENST00000666683.1;ENST00000674070.1;ENST00000665096.1;ENST00000662889.1;ENST00000673775.1;ENST00000673961.1;ENST00000673770.1;ENST00000673958.1;ENST00000674092.1;ENST00000658936.1;ENST00000662635.1;ENST00000666204.1;ENST00000659458.1;ENST00000661655.1;ENST00000670295.1;ENST00000664443.1;ENST00000667218.1;ENST00000669050.1;ENST00000666652.1;ENST00000666367.1;ENST00000656303.1;ENST00000670715.1;ENST00000659933.1;ENST00000666144.1;ENST00000659791.1;ENST00000673728.1;ENST00000654473.1;ENST00000664999.1;ENST00000439362.6;ENST00000664009.1;ENST00000660442.1;ENST00000659079.1;ENST00000666390.1;ENST00000656067.1;ENST00000653568.1;ENST00000643013.1;ENST00000673700.1;ENST00000673866.1;ENST00000443467.6;ENST00000451884.6;ENST00000669875.1;ENST00000673653.1;ENST00000673988.1;ENST00000661945.1;ENST00000669515.1;ENST00000431385.6;ENST00000655573.1;ENST00000656416.1;ENST00000662384.1;ENST00000674037.1;ENST00000432818.5;ENST00000674013.1;ENST00000661707.1;ENST00000444301.5;ENST00000673964.1;ENST00000673845.1;ENST00000673756.1;ENST00000673960.1;ENST00000673804.1;ENST00000673632.1;ENST00000453478.2;ENST00000673937.1;ENST00000673654.1","541471;541471;541471;541471;541471;541471;541471;541471;541471;541471;541471;541471;541471;541471;541471;541471;541471;541471;541471;541471;541471;541471;541471;541471;541471;541471;541471;541471;541471;541471;541471;541471;541471;541471;541471;541471;541471;541471;541471;541471;541471;541471;541471;541471;541471;541471;541471;541471;541471;541471;541471;541471;541471;541471;541471;541471;541471;541471;541471;541471;541471;541471;541471;541471;541471;541471;541471;541471;541471;541471;541471;541471;541471;541471;541471;541471;541471;541471;541471;541471","0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
"588","chr9",122227438,122227838,401,"*",3.88275095548001,2.700550611918,4.52366901783572,-1.84662202764072,3.01331243475406e-05,0.000958376601701999,"Promoter (<=1kb)",9,122202577,122227586,25010,2,"26468","ENST00000373755.6",0,"ENSG00000106852","LHX6","LIM homeobox 6","ENST00000373755.6;ENST00000373754.6;ENST00000340587.7;ENST00000394319.9;ENST00000541397.2;ENST00000558672.1;ENST00000560152.1;ENST00000560485.1;ENST00000559529.1","26468;26468;26468;26468;26468;26468;26468;26468;26468","0;0;0;0;0;-677;-315;0;0"
"4497","chr6",27478986,27479386,401,"*",3.97734443156958,3.32097379964374,4.42680287975174,-1.13726727911885,0.00417870084087835,0.0173963736447547,"Intron (ENST00000663193.1/105375001, intron 2 of 2)",6,27473194,27494436,21243,1,"105375001","ENST00000663193.1",5792,NA,"LOC105375001","uncharacterized LOC105375001","ENST00000663193.1","105375001","0"
"5960","chr6",15956258,15956658,401,"*",3.72751303708796,3.08551123656328,4.17024620934883,-1.11494191597497,0.00983476584074305,0.0309014875032941,"Distal Intergenic",6,15994944,15999797,4854,1,"101928406","ENST00000451285.1",-38286,NA,"LINC02543","long intergenic non-protein coding RNA 2543",NA,NA,NA
"3423","chr11",110305613,110306013,401,"*",3.08761999256623,2.00044879479012,3.70050712114106,-1.71480666892639,0.00196403639195371,0.0107422755417428,"Distal Intergenic",11,110229443,110296712,67270,2,"5962","ENST00000544551.5",-8901,"ENSG00000137710","RDX","radixin",NA,NA,NA
"1525","chr13",50529290,50529690,401,"*",4.2301296516314,3.39628203626954,4.75516516775907,-1.38969299833755,0.000279467719429364,0.00342750824490719,"Promoter (1-2kb)",13,50520933,50527449,6517,2,"103689915","ENST00000428276.1",-1841,"ENSG00000186047","DLEU1-AS1","DLEU1 antisense RNA 1","ENST00000463474.7;ENST00000468168.5;ENST00000476738.5;ENST00000467721.5;ENST00000468522.5;ENST00000490577.5;ENST00000491341.5;ENST00000491615.5;ENST00000485007.5;ENST00000491482.5;ENST00000474630.6;ENST00000479420.5;ENST00000647700.1;ENST00000469095.6;ENST00000484869.6;ENST00000470593.5;ENST00000462427.2;ENST00000460525.6;ENST00000428276.1;ENST00000470726.7;ENST00000651397.1","10301;10301;10301;10301;10301;10301;10301;10301;10301;10301;10301;10301;10301;10301;10301;10301;10301;10301;103689915;107984567;107984568","0;0;0;0;0;0;0;0;343410;139092;0;0;0;128064;0;114201;0;0;-1841;0;0"
"8609","chr3",89944507,89944907,401,"*",3.61526298997039,3.08773955133115,4.00069998081903,-0.944119236254926,0.0323642180777088,0.0703975544492035,"Distal Intergenic",3,89107676,89479659,371984,1,"2042","ENST00000494014.1",836831,"ENSG00000044524","EPHA3","EPH receptor A3",NA,NA,NA
"3409","chr11",64146075,64146475,401,"*",3.67314591725015,2.80939600317596,4.20967397469144,-1.4267633467865,0.00193766575693465,0.010644660593741,"Intron (ENST00000255681.7/28992, intron 3 of 10)",11,63999383,64126934,127552,2,"28992","ENST00000543422.5",-19141,"ENSG00000133315","MACROD1","mono-ADP ribosylhydrolase 1","ENST00000255681.7;ENST00000675777.1;ENST00000545464.5;ENST00000542359.5;ENST00000538595.1","28992;28992;28992;28992;28992","0;0;0;0;0"
"7453","chr5",142867042,142867442,401,"*",3.0874963566938,2.32256958892384,3.5847426161128,-1.28471439161497,0.0197643769688225,0.0496574640602893,"Promoter (1-2kb)",5,142859604,142868910,9307,2,"100874239","ENST00000433595.5",1468,"ENSG00000226272","ARHGAP26-AS1","ARHGAP26 antisense RNA 1","ENST00000433595.5;ENST00000432015.5;ENST00000434610.1;ENST00000645722.2;ENST00000274498.9;ENST00000642734.1;ENST00000378013.2","100874239;100874239;100874239;23092;23092;23092;23092","0;0;0;0;0;0;0"
"3603","chr7",93890021,93890421,401,"*",3.85758938413833,3.08564775417358,4.35775020375635,-1.3013820212335,0.00228386761376914,0.011867875730579,"Promoter (<=1kb)",7,93886434,93890170,3737,2,"7980","ENST00000451238.1",0,"ENSG00000105825","TFPI2","tissue factor pathway inhibitor 2","ENST00000435257.1;ENST00000455502.5;ENST00000222543.11;ENST00000451238.1;ENST00000650573.1;ENST00000649913.1;ENST00000647793.1;ENST00000461482.1","105375401;2792;7980;7980;7980;7980;7980;7980","-492;0;0;0;0;0;0;0"
"6816","chr6",26028852,26029252,401,"*",3.88325184482908,3.32184950976095,4.28636339019821,-0.996605758937428,0.0146612941382694,0.0402830776022589,"Promoter (1-2kb)",6,26026896,26027283,388,2,"8366","ENST00000377745.5",-1569,"ENSG00000278705","H4C2","H4 clustered histone 2","ENST00000615868.2;ENST00000621411.3;ENST00000377745.5","8335;8358;8366","0;0;0"
"2246","chr17",82077511,82077911,401,"*",4.02370154739124,3.17417038862288,4.5548059269125,-1.40998063905663,0.000685287780962013,0.00571317133990271,"Promoter (1-2kb)",17,82079222,82079378,157,2,"2194","ENST00000636628.1",1467,"ENSG00000169710","FASN","fatty acid synthase","ENST00000306749.4;ENST00000634990.1;ENST00000584610.2;ENST00000578424.2;ENST00000580382.1;ENST00000636628.1","2194;2194;2194;2194;2194;2194","0;0;2018;2784;2831;1467"
"3250","chr9",110579514,110579914,401,"*",4.24975872726597,3.52754425982836,4.72881717765851,-1.23333880916736,0.00170054856940705,0.00979894689347965,"Promoter (<=1kb)",9,110365248,110579741,214494,2,"79987","ENST00000374469.6",0,"ENSG00000165124","SVEP1","sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1","ENST00000374469.6;ENST00000374461.1","79987;79987","0;0"
"6732","chr1",9201550,9201950,401,"*",3.12899592858982,2.31950031661089,3.64442448879171,-1.34700612209579,0.0142322657517744,0.0395920751897818,"Distal Intergenic",1,9191038,9192089,1052,1,"102724571","ENST00000634966.2",10512,"ENSG00000234546","LNCTAM34A","long non coding transcriptional activator of miR34a",NA,NA,NA
"5145","chr4",39698091,39698491,401,"*",4.02255808850369,3.395546300619,4.45816939281119,-1.09458731227024,0.0063278289280188,0.023030740102696,"Promoter (<=1kb)",4,39698109,39778384,80276,1,"3093","ENST00000510934.5",0,"ENSG00000078140","UBE2K","ubiquitin conjugating enzyme E2 K","ENST00000510934.5;ENST00000261427.10;ENST00000513231.5;ENST00000438068.6;ENST00000503368.5;ENST00000445950.2;ENST00000510719.1","3093;3093;3093;3093;3093;3093;3093","0;0;0;0;0;0;0"
"12066","chr14",74140325,74140725,401,"*",3.67272711780983,3.32096160074458,3.95531573362756,-0.668256475495874,0.118972443237542,0.184621180110044,"Intron (ENST00000554938.2/91750, intron 4 of 4)",14,74085505,74097860,12356,1,"91750","ENST00000554289.1",54820,"ENSG00000205659","LIN52","lin-52 DREAM MuvB core complex component","ENST00000554938.2;ENST00000555028.7;ENST00000553404.5","91750;91750;91750","0;0;0"
"551","chr8",69588328,69588728,401,"*",3.49148874125241,2.00048470914173,4.20890536337892,-2.22004212030583,2.6108979931842e-05,0.000885054782691068,"Intron (ENST00000260128.8/23213, intron 7 of 22)",8,69592910,69659408,66499,1,"23213","ENST00000521946.5",-4182,"ENSG00000137573","SULF1","sulfatase 1","ENST00000260128.8;ENST00000458141.6;ENST00000616868.1;ENST00000419716.7;ENST00000402687.9;ENST00000525999.5;ENST00000531064.5;ENST00000526808.5;ENST00000521946.5;ENST00000528146.1","23213;23213;23213;23213;23213;23213;23213;23213;23213;23213","0;0;0;0;0;24466;0;24232;-4182;-4211"
"5624","chr5",1522054,1522454,401,"*",3.67178568397539,2.99855100633096,4.1290131898057,-1.15985981134897,0.00825460394553221,0.0274855129242188,"Promoter (1-2kb)",5,1483428,1523740,40313,2,"79888","ENST00000514484.6",1286,"ENSG00000153395","LPCAT1","lysophosphatidylcholine acyltransferase 1","ENST00000475622.5;ENST00000283415.4;ENST00000514484.6","79888;79888;79888","0;0;0"
"1090","chr7",37916641,37917041,401,"*",4.23020745167503,3.32364881304484,4.78262774413522,-1.48902750757574,0.000118751753573725,0.00203892233955227,"Promoter (<=1kb)",7,37905932,37916817,10886,2,"6424","ENST00000436072.7",0,"ENSG00000106483","SFRP4","secreted frizzled related protein 4","ENST00000476620.1;ENST00000199448.9;ENST00000423717.1;ENST00000425345.1;ENST00000436072.7;ENST00000447200.2","54749;54749;54749;54749;6424;6424","0;0;0;-4279;0;0"
"3047","chrY",280078,280478,401,"*",3.61481437969505,2.70056478446882,4.17002212306918,-1.49461511706579,0.00144935111486319,0.00890450708613813,"Promoter (<=1kb)",24,281055,288869,7815,1,"55344","ENST00000445062.6",-577,"ENSG00000182378","PLCXD1","phosphatidylinositol specific phospholipase C X domain containing 1","ENST00000399012.6;ENST00000484611.7;ENST00000430923.7;ENST00000445062.6;ENST00000429181.6;ENST00000381657.8;ENST00000443019.6;ENST00000415337.6;ENST00000447472.6;ENST00000448477.6","55344;55344;55344;55344;55344;55344;55344;55344;55344;55344","0;0;0;0;0;0;-2685;-2987;-3001;-3256"
"1499","chr5",125326026,125326426,401,"*",4.10870018212073,3.24736035284697,4.64431411150411,-1.42676311156921,0.000268853602783557,0.00335687663228189,"Promoter (<=1kb)",5,125325350,125367734,42385,1,"101927421","ENST00000625219.1",676,NA,"LOC101927421","uncharacterized LOC101927421","ENST00000647105.1;ENST00000625219.1","101927421;101927421","0;0"
"3326","chr2",232544378,232544778,401,"*",3.35865044245306,2.32566075989945,3.95444397045567,-1.6487563490391,0.00182415969971763,0.0102634212385386,"3' UTR",2,232539748,232545716,5969,1,"1146","ENST00000389492.3",4630,"ENSG00000196811","CHRNG","cholinergic receptor nicotinic gamma subunit","ENST00000651502.1;ENST00000485094.1;ENST00000389492.3;ENST00000408957.7","1146;1146;1146;200765","0;4651;0;0"
"6114","chr14",22332858,22333258,401,"*",3.52418032464315,2.81125175699205,3.99918169349335,-1.21557309763605,0.0105753250482516,0.0323916880524685,"Exon (ENST00000543361.1/ENST00000543361.1, exon 2 of 2)",14,22381494,22383169,1676,2,"105370401","ENST00000545498.5",49911,"ENSG00000251002","TRD-AS1","TRD antisense RNA 1","ENST00000656379.1","105370401","0"
"5223","chr6",34609565,34609965,401,"*",3.88220126834617,3.24727374236348,4.32158699824114,-1.10549320148871,0.00665263752051082,0.0238514562051156,"Intron (ENST00000374023.8/64771, intron 3 of 4)",6,34537802,34556333,18532,2,"25803","ENST00000544425.2",-53232,"ENSG00000124664","SPDEF","SAM pointed domain containing ETS transcription factor","ENST00000374023.8;ENST00000374026.7;ENST00000374021.1","64771;64771;64771","0;0;0"
"10128","chr5",173094297,173094697,401,"*",3.12971835585342,2.58551461057609,3.52393636724122,-0.966086852511731,0.0590007529600145,0.109086173035921,"Intron (ENST00000296953.6/153222, intron 4 of 8)",5,173057394,173086569,29176,1,"153222","ENST00000523161.1",36903,"ENSG00000164463","CREBRF","CREB3 regulatory factor","ENST00000522692.5;ENST00000296953.6;ENST00000520420.5;ENST00000520464.1","153222;153222;153222;153222","0;0;0;0"
"5762","chr2",206212951,206213351,401,"*",3.93112126261875,3.32007050359206,4.35902808979619,-1.07070542074506,0.0088773777919508,0.0288514778238401,"Promoter (<=1kb)",2,206175316,206213371,38056,2,"2825","ENST00000621141.5",20,"ENSG00000183671","CMKLR2","chemerin chemokine-like receptor 2","ENST00000648653.1;ENST00000644292.1;ENST00000621141.5;ENST00000407325.6;ENST00000437420.5;ENST00000442134.1;ENST00000451790.5;ENST00000439932.5;ENST00000411719.1;ENST00000458440.1","101669764;101669764;2825;2825;2825;2825;2825;2825;2825;2825","0;0;0;0;0;0;0;0;0;0"
"815","chr3",39809344,39809744,401,"*",4.34172477110429,3.39625101543804,4.90804408059039,-1.54209444380477,5.88663168131734e-05,0.00135100089691026,"Promoter (<=1kb)",3,39809609,40260321,450713,1,"25924","ENST00000302541.11",0,"ENSG00000170011","MYRIP","myosin VIIA and Rab interacting protein","ENST00000444716.5;ENST00000302541.11;ENST00000396217.7;ENST00000425621.5;ENST00000458292.5;ENST00000458441.5;ENST00000475082.5","25924;25924;25924;25924;25924;25924;25924","0;0;0;0;-88;-88;-743"
"9564","chr9",34603521,34603921,401,"*",3.58471958148791,3.0855959442421,3.95484318411257,-0.900680122141216,0.0474779234178473,0.09296581367059,"Distal Intergenic",9,34610495,34612097,1603,2,"138716","ENST00000378959.9",8176,"ENSG00000164967","RPP25L","ribonuclease P/MRP subunit p25 like",NA,NA,NA
"4751","chr8",76673816,76674216,401,"*",3.90714839929636,3.24918547178345,4.3573460867913,-1.13917477005582,0.00494111659869511,0.0194744239939734,"Promoter (<=1kb)",8,76614121,76672848,58728,2,"100192378","ENST00000523977.2",-968,"ENSG00000253661","ZFHX4-AS1","ZFHX4 antisense RNA 1","ENST00000666902.3;ENST00000689032.2;ENST00000692896.2;ENST00000669823.2;ENST00000663655.2;ENST00000518143.2;ENST00000522357.2;ENST00000523977.2;ENST00000663063.1;ENST00000522961.1","100192378;100192378;100192378;100192378;100192378;100192378;100192378;100192378;100192378;107986952","0;0;0;0;0;0;0;0;0;0"
"802","chr2",217489527,217489927,401,"*",4.04565268462177,3.00070343794693,4.64529235067548,-1.67163902502789,5.65520486310841e-05,0.00131778258367694,"Intron (ENST00000474063.5/729582, intron 1 of 11)",2,217425510,217434216,8707,2,"729582","ENST00000484635.1",-55311,NA,"DIRC3","disrupted in renal carcinoma 3","ENST00000474063.5;ENST00000663562.1;ENST00000676082.1;ENST00000486365.5","729582;729582;729582;729582","0;0;0;0"
"4426","chr19",1320604,1321004,401,"*",3.28543894355027,2.31948422931105,3.85887210777602,-1.55996173341586,0.00400469187683591,0.0169421619080323,"Distal Intergenic",19,1354711,1357094,2384,1,"84939","ENST00000592374.6",-33707,"ENSG00000160953","PWWP3A","PWWP domain containing 3A, DNA repair factor",NA,NA,NA
"3598","chrX",149540596,149540996,401,"*",4.04349954860686,3.31780054318777,4.5240707725991,-1.23729033234331,0.00227765231639121,0.0118496834562623,"Promoter (<=1kb)",23,149533739,149540793,7055,2,"100131434","ENST00000447209.5",0,"ENSG00000241769","EOLA1-DT","EOLA1 divergent transcript","ENST00000618757.4;ENST00000447209.5;ENST00000609161.5;ENST00000608616.5;ENST00000431214.5;ENST00000608342.5;ENST00000609314.5;ENST00000609651.5;ENST00000608355.1;ENST00000651111.1;ENST00000431132.6;ENST00000450602.6;ENST00000441248.5;ENST00000423421.5;ENST00000423540.6;ENST00000434353.6;ENST00000393985.8;ENST00000514208.5;ENST00000448332.1;ENST00000428236.5;ENST00000422892.2;ENST00000359293.5","100131434;100131434;100131434;100131434;100131434;100131434;100131434;100131434;100131434;3423;91966;91966;91966;91966;91966;91966;91966;91966;91966;91966;91966;91966","0;0;0;0;-1292;0;0;0;0;0;0;0;0;0;0;0;-16;-28;-441;-1023;-3524;-4482"
"11834","chr22",49838608,49839008,401,"*",3.61435591377605,3.24726220564147,3.90673383624179,-0.69293223464862,0.109084104913655,0.172591641700054,"Promoter (<=1kb)",22,49832449,49838901,6453,2,"105377205","ENST00000666898.1",0,"ENSG00000260613","LOC105377205","uncharacterized LOC105377205","ENST00000666898.1;ENST00000565177.1;ENST00000661712.1","105377205;105377205;105377205","0;-822;0"
"462","chr5",14264804,14265204,401,"*",4.28541815438639,3.24431174603617,4.8838265729414,-1.6684847427998,1.89281524718476e-05,0.000765833866641729,"Intron (ENST00000698541.1/7204, intron 1 of 36)",5,14290977,14297513,6537,1,"7204","ENST00000504606.1",-25773,"ENSG00000038382","TRIO","trio Rho guanine nucleotide exchange factor","ENST00000698541.1;ENST00000344204.9;ENST00000505971.5;ENST00000502816.1;ENST00000512070.6;ENST00000509967.6","7204;7204;7204;7204;7204;7204","0;0;0;0;0;0"
"9129","chr19",5978756,5979156,401,"*",3.72661600574103,3.24498358768402,4.08707375988728,-0.874476189054839,0.0403059318962997,0.0826818902993192,"Promoter (<=1kb)",19,5978403,6020363,41961,1,"100128568","ENST00000587836.1",353,"ENSG00000266983","RANBP3-DT","RANBP3 divergent transcript","ENST00000692109.2;ENST00000685063.2;ENST00000587836.1;ENST00000439268.6;ENST00000340578.10;ENST00000592771.5;ENST00000591092.5;ENST00000034275.12;ENST00000587479.2;ENST00000592621.5;ENST00000590623.5;ENST00000591736.5;ENST00000590953.5;ENST00000588879.5;ENST00000587159.5;ENST00000586117.5;ENST00000589353.5;ENST00000587463.5;ENST00000588010.5;ENST00000585339.5;ENST00000591124.5;ENST00000592133.5;ENST00000591881.5;ENST00000589886.5;ENST00000587263.5;ENST00000587956.5;ENST00000591333.5;ENST00000592266.1","100128568;100128568;100128568;8498;8498;8498;8498;8498;8498;8498;8498;8498;8498;8498;8498;8498;8498;8498;8498;8498;8498;8498;8498;8498;8498;8498;8498;8498","0;0;0;-648;0;-671;-663;-670;0;-677;-660;0;-659;0;0;-663;-663;0;-663;-663;-659;-668;-671;-663;-663;-668;-663;-663"
"4603","chr10",122487411,122487811,401,"*",3.42571860825189,2.58441511568655,3.95365064338841,-1.39383456777566,0.0044703151351916,0.0181851060646133,"Intron (ENST00000648167.1/5654, intron 1 of 8)",10,122506691,122514907,8217,1,"5654","ENST00000420892.1",-18880,"ENSG00000166033","HTRA1","HtrA serine peptidase 1","ENST00000648167.1;ENST00000368984.8","5654;5654","0;0"
"5259","chr10",28939438,28939838,401,"*",3.70074563278747,3.00080564040413,4.17000876017788,-1.19838508869214,0.00678614581728875,0.0241636323123494,"Intron (ENST00000646289.1/101929218, intron 7 of 7)",10,28875598,28882311,6714,1,"283080","ENST00000645413.1",63840,"ENSG00000232624","C10orf126","chromosome 10 open reading frame 126","ENST00000646289.1","101929218","0"
"942","chr2",46642756,46643156,401,"*",3.95414319987869,2.90601475044691,4.55479821732477,-1.67501955853332,8.12644982485056e-05,0.00161315012132629,"Distal Intergenic",2,46617215,46630176,12962,1,"9419","ENST00000238892.4",25541,"ENSG00000119878","CRIPT","CXXC repeat containing interactor of PDZ3 domain",NA,NA,NA
"13792","chr5",116766650,116767050,401,"*",3.38991290841114,3.08119562468974,3.64407241791669,-0.596421492657827,0.215665261371518,0.292778994222237,"Distal Intergenic",5,116742991,116762209,19219,2,"102467223","ENST00000504419.1",-4441,NA,"LINC02214","long intergenic non-protein coding RNA 2214","ENST00000504419.1","102467223","-4441"
"568","chr3",184155108,184155508,401,"*",4.18947681669414,3.16791941575599,4.7815541248008,-1.64212647439139,2.79864336613827e-05,0.000921241711911855,"Promoter (<=1kb)",3,184155377,184173614,18238,1,"1857","ENST00000313143.9",0,"ENSG00000161202","DVL3","dishevelled segment polarity protein 3","ENST00000313143.9;ENST00000435708.6;ENST00000462665.5;ENST00000431765.6;ENST00000649364.1;ENST00000423300.1","1857;1857;1857;1857;1857;1857","0;-51;-54;-57;-61;-1267"
"475","chr3",191329110,191329510,401,"*",4.04411561806474,2.90709487123079,4.67200481671612,-1.79068983843608,1.97829664597365e-05,0.000778559476240009,"Promoter (<=1kb)",3,191329394,191398659,69266,1,"152137","ENST00000392455.9",0,"ENSG00000152492","CCDC50","coiled-coil domain containing 50","ENST00000392456.4;ENST00000392455.9;ENST00000340524.10;ENST00000432514.5;ENST00000490825.1;ENST00000464814.1","152137;152137;257313;257313;257313;257313","0;0;0;0;0;0"
"127","chr1",923646,924046,401,"*",4.42519397385735,3.24919177550255,5.06435554484481,-1.84358361606578,1.46172940893172e-06,0.000212657663304293,"Promoter (<=1kb)",1,923923,944574,20652,1,"148398","ENST00000616016.5",0,"ENSG00000187634","SAMD11","sterile alpha motif domain containing 11","ENST00000417705.1;ENST00000616016.5;ENST00000618323.5;ENST00000437963.5;ENST00000342066.8;ENST00000616125.5;ENST00000617307.5;ENST00000618181.5;ENST00000618779.5;ENST00000622503.5","100130417;148398;148398;148398;148398;148398;148398;148398;148398;148398","0;0;0;0;0;0;0;0;0;0"
"1234","chr6",88166028,88166428,401,"*",4.08683560969285,3.16781724269106,4.64376157628847,-1.50493471244528,0.000161452450154936,0.00244873113990322,"Promoter (<=1kb)",6,88139864,88166347,26484,2,"1268","ENST00000369501.3",0,"ENSG00000118432","CNR1","cannabinoid receptor 1","ENST00000428600.3;ENST00000369499.3;ENST00000369501.3;ENST00000551417.2","1268;1268;1268;1268","-3004;-1685;0;0"
"2889","chr6",54846744,54847144,401,"*",4.02226753426055,3.24917795253959,4.52290340283181,-1.30401342537902,0.00128564765469825,0.00833357699496967,"Promoter (<=1kb)",6,54846771,54945099,98329,1,"222584","ENST00000306858.8",0,"ENSG00000168143","FAM83B","family with sequence similarity 83 member B","ENST00000306858.8","222584","0"
"3550","chr17",32822466,32822866,401,"*",3.90756427130847,3.17155376241747,4.39258158258331,-1.25106463952636,0.0021819169364049,0.0115072775815521,"Intron (ENST00000318217.10/4642, intron 1 of 21)",17,32492609,32863043,370435,2,"4642","ENST00000394649.8",40177,"ENSG00000176658","MYO1D","myosin ID","ENST00000318217.10;ENST00000394649.8;ENST00000579584.5;ENST00000583621.1","4642;4642;4642;4642","0;0;0;0"
"9280","chr1",206655527,206655927,401,"*",3.52428897481121,3.00195233115449,3.90696368864242,-0.935714429820957,0.0426299604927889,0.0860268286018975,"Intron (ENST00000489878.1/8444, intron 3 of 3)",1,206635829,206649114,13286,1,"8444","ENST00000367106.1",19698,"ENSG00000143479","DYRK3","dual specificity tyrosine phosphorylation regulated kinase 3","ENST00000367109.8;ENST00000489878.1","8444;8444","0;0"
"9257","chr3",134364143,134364543,401,"*",3.72715449721004,3.24606957781794,4.08730674724782,-0.873623874103635,0.0422988221414034,0.0855706085502062,"Intron (ENST00000249883.10/51421, intron 5 of 9)",3,134356185,134366841,10657,2,"51421","ENST00000506326.1",2298,"ENSG00000114019","AMOTL2","angiomotin like 2","ENST00000249883.10;ENST00000422605.6;ENST00000514516.5;ENST00000506326.1;ENST00000513145.1;ENST00000512955.1;ENST00000511759.1","51421;51421;51421;51421;51421;51421;51421","0;0;0;0;0;0;0"
"732","chr1",106746642,106747042,401,"*",4.16898579834289,3.16799725457067,4.75427766318841,-1.61486508209802,4.60771713856963e-05,0.00117729705444442,"Distal Intergenic",1,106818224,106851312,33089,1,"105378889","ENST00000659929.1",-71182,NA,"LINC01661","long intergenic non-protein coding RNA 1661",NA,NA,NA
"524","chr5",32193536,32193936,401,"*",4.04401865281975,2.90596867685645,4.67221055728913,-1.79202070569918,2.42179564787452e-05,0.000864029023440384,"Distal Intergenic",5,32124716,32174319,49604,2,"64083","ENST00000265070.7",-19217,"ENSG00000113384","GOLPH3","golgi phosphoprotein 3",NA,NA,NA
"2473","chr21",41968365,41968765,401,"*",3.88199016185662,2.99644460449257,4.42669038126012,-1.45818551913557,0.000865252893989969,0.00655066961206472,"Distal Intergenic",21,41885112,41954018,68907,2,"25966","ENST00000380486.4",-14347,"ENSG00000157617","C2CD2","C2 calcium dependent domain containing 2",NA,NA,NA
"2079","chr10",27998643,27999043,401,"*",3.83156733172752,2.90281018808719,4.39197836603933,-1.51609626586382,0.000569423185789156,0.00512836756701359,"Promoter (<=1kb)",10,27812259,27998862,186604,2,"55130","ENST00000673439.1",0,"ENSG00000169126","ODAD2","outer dynein arm docking complex subunit 2","ENST00000305242.10;ENST00000673439.1;ENST00000486279.2","55130;55130;55130","0;0;-1129"
